id,,,RIL_1,RIL_103,RIL_104,RIL_113,RIL_115,RIL_12,RIL_123,RIL_124,RIL_131,RIL_136,RIL_143,RIL_146,RIL_147,RIL_15,RIL_150,RIL_154,RIL_155,RIL_16,RIL_164,RIL_166,RIL_171,RIL_174,RIL_175,RIL_176,RIL_182,RIL_183,RIL_184,RIL_187,RIL_190,RIL_193,RIL_198,RIL_199,RIL_2,RIL_201,RIL_204,RIL_205,RIL_206,RIL_207,RIL_208,RIL_21,RIL_211,RIL_212,RIL_213,RIL_215,RIL_222,RIL_223,RIL_225,RIL_228,RIL_229,RIL_23,RIL_232,RIL_234,RIL_235,RIL_240,RIL_242,RIL_243,RIL_248,RIL_25,RIL_250,RIL_251,RIL_253,RIL_255,RIL_256,RIL_259,RIL_264,RIL_265,RIL_267,RIL_268,RIL_270,RIL_277,RIL_281,RIL_282,RIL_284,RIL_285,RIL_288,RIL_289,RIL_290,RIL_294,RIL_30,RIL_300,RIL_301,RIL_303,RIL_308,RIL_31,RIL_311,RIL_318,RIL_325,RIL_329,RIL_332,RIL_337,RIL_339,RIL_340,RIL_341,RIL_344,RIL_346,RIL_347,RIL_353,RIL_354,RIL_355,RIL_357,RIL_359,RIL_36,RIL_360,RIL_363,RIL_373,RIL_376,RIL_380,RIL_39,RIL_42,RIL_46,RIL_53,RIL_60,RIL_63,RIL_65,RIL_66,RIL_69,RIL_7,RIL_70,RIL_73,RIL_76,RIL_80,RIL_89,RIL_9,RIL_93,RIL_5,RIL_18,RIL_20,RIL_29,RIL_41,RIL_44,RIL_52,RIL_56,RIL_68,RIL_78,RIL_88,RIL_194,RIL_195,RIL_231,RIL_236,RIL_261,RIL_278,RIL_307,RIL_312,RIL_328,RIL_331,RIL_348,RIL_352,RIL_366,RIL_367,RIL_368,RIL_370
A06x18550224,A06,47.2072897924497,BB,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x18963504,A06,47.6154842483472,BB,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x19003983,A06,48.0234428943268,BB,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x19057417,A06,48.8503493358519,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x19065113,A06,49.2583078922171,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x19168959,A06,49.6662664485562,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x19335038,A06,50.4931729426899,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x20125742,A06,50.9011314981579,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x20199695,A06,51.3093003661642,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x20213670,A06,51.7174691641979,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x20222354,A06,52.1256380314078,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x20238371,A06,52.5337866586535,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x20432109,A06,52.9818515257959,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,-,BB,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x20616311,A06,53.8918450608841,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,-,BB,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x20713866,A06,54.3386583907593,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,-,BB,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x20780135,A06,57.239792769308,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x20857317,A06,57.6467351236911,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x20968975,A06,58.0549039959131,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x20983253,A06,58.4630727514072,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x20992009,A06,58.8710313069319,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x21034854,A06,59.6979378028507,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x21165255,A06,60.1054725242717,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x21255416,A06,61.3609210434256,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x21312795,A06,62.1873965184459,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x21369853,A06,62.5948428644059,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x21488412,A06,63.002801679086,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x21534924,A06,63.8297081732152,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x21566743,A06,64.237667520537,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A06x21606058,A06,64.644057807988,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
